#datatype,measurement,dateTime:RFC3339,tag,tag,field,field,field
#group,false,false,true,true,false,false,false
#default,delivery_tracking,,,,,,
_measurement,time,user_id,delivery_id,lat,lon,delivery_status
delivery_tracking,2026-06-01T08:09:00Z,user-del-1,del-100,44.832585,20.459166,in_transit
delivery_tracking,2026-06-01T08:09:10Z,user-del-1,del-100,44.832054,20.458827,in_transit
delivery_tracking,2026-06-01T08:09:20Z,user-del-1,del-100,44.832886,20.460015,in_transit
delivery_tracking,2026-06-01T08:09:30Z,user-del-1,del-100,44.833992,20.460963,in_transit
delivery_tracking,2026-06-01T08:09:40Z,user-del-1,del-100,44.833887,20.45981,in_transit
delivery_tracking,2026-06-01T08:09:50Z,user-del-1,del-100,44.83495,20.458839,in_transit
delivery_tracking,2026-06-01T08:10:00Z,user-del-1,del-100,44.836108,20.459085,in_transit
delivery_tracking,2026-06-01T08:10:10Z,user-del-1,del-100,44.835006,20.460197,in_transit
delivery_tracking,2026-06-01T08:10:20Z,user-del-1,del-100,44.835834,20.459718,in_transit
delivery_tracking,2026-06-01T08:10:30Z,user-del-1,del-100,44.835234,20.458722,in_transit
delivery_tracking,2026-06-01T08:10:40Z,user-del-1,del-100,44.83543,20.459451,in_transit
delivery_tracking,2026-06-01T08:10:50Z,user-del-1,del-100,44.83521,20.458846,in_transit
delivery_tracking,2026-06-01T08:11:00Z,user-del-1,del-100,44.836025,20.459778,in_transit
delivery_tracking,2026-06-01T08:11:10Z,user-del-1,del-100,44.835676,20.459684,in_transit
delivery_tracking,2026-06-01T08:11:20Z,user-del-1,del-100,44.835275,20.459156,in_transit
delivery_tracking,2026-06-01T08:11:30Z,user-del-1,del-100,44.835243,20.460065,in_transit
delivery_tracking,2026-06-01T08:11:40Z,user-del-1,del-100,44.834364,20.459087,in_transit
delivery_tracking,2026-06-01T08:11:50Z,user-del-1,del-100,44.83515,20.459347,in_transit
delivery_tracking,2026-06-01T08:12:00Z,user-del-1,del-100,44.835939,20.459036,in_transit
delivery_tracking,2026-06-01T08:12:10Z,user-del-1,del-100,44.835753,20.459841,in_transit
delivery_tracking,2026-06-01T08:12:20Z,user-del-1,del-100,44.834836,20.459088,in_transit
delivery_tracking,2026-06-01T08:12:30Z,user-del-1,del-100,44.833727,20.459318,in_transit
delivery_tracking,2026-06-01T08:12:40Z,user-del-1,del-100,44.834439,20.459992,in_transit
delivery_tracking,2026-06-01T08:12:50Z,user-del-1,del-100,44.835123,20.460796,in_transit
delivery_tracking,2026-06-01T08:13:00Z,user-del-1,del-100,44.834368,20.460771,in_transit
delivery_tracking,2026-06-01T08:13:10Z,user-del-1,del-100,44.834828,20.461635,in_transit
delivery_tracking,2026-06-01T08:13:20Z,user-del-1,del-100,44.835422,20.46234,in_transit
delivery_tracking,2026-06-01T08:13:30Z,user-del-1,del-100,44.834786,20.461614,in_transit
delivery_tracking,2026-06-01T08:13:40Z,user-del-1,del-100,44.833906,20.4625,in_transit
delivery_tracking,2026-06-01T08:13:50Z,user-del-1,del-100,44.833068,20.462682,in_transit
delivery_tracking,2026-06-01T08:14:00Z,user-del-1,del-100,44.832665,20.461644,in_transit
delivery_tracking,2026-06-01T08:14:10Z,user-del-1,del-100,44.832529,20.461752,in_transit
delivery_tracking,2026-06-01T08:14:20Z,user-del-1,del-100,44.832585,20.461538,in_transit
delivery_tracking,2026-06-01T08:14:30Z,user-del-1,del-100,44.832858,20.460696,in_transit
delivery_tracking,2026-06-01T08:14:40Z,user-del-1,del-100,44.832849,20.459739,in_transit
delivery_tracking,2026-06-01T08:14:50Z,user-del-1,del-100,44.83318,20.460374,in_transit
delivery_tracking,2026-06-01T08:15:00Z,user-del-1,del-100,44.834246,20.460822,in_transit
delivery_tracking,2026-06-01T08:15:10Z,user-del-1,del-100,44.83357,20.461457,in_transit
delivery_tracking,2026-06-01T08:15:20Z,user-del-1,del-100,44.833395,20.460327,in_transit
delivery_tracking,2026-06-01T08:15:30Z,user-del-1,del-100,44.833662,20.461193,in_transit
delivery_tracking,2026-06-01T08:15:40Z,user-del-1,del-100,44.833838,20.460748,in_transit
delivery_tracking,2026-06-01T08:15:50Z,user-del-1,del-100,44.835025,20.46147,in_transit
delivery_tracking,2026-06-01T08:16:00Z,user-del-1,del-100,44.835596,20.461042,in_transit
delivery_tracking,2026-06-01T08:16:10Z,user-del-1,del-100,44.83671,20.460095,in_transit
delivery_tracking,2026-06-01T08:16:20Z,user-del-1,del-100,44.836006,20.460418,in_transit
delivery_tracking,2026-06-01T08:16:30Z,user-del-1,del-100,44.835917,20.460916,in_transit
delivery_tracking,2026-06-01T08:16:40Z,user-del-1,del-100,44.835386,20.460543,in_transit
delivery_tracking,2026-06-01T08:16:50Z,user-del-1,del-100,44.835408,20.460422,in_transit
delivery_tracking,2026-06-01T08:17:00Z,user-del-1,del-100,44.835858,20.459626,in_transit
delivery_tracking,2026-06-01T08:17:10Z,user-del-1,del-100,44.836195,20.458604,in_transit
delivery_tracking,2026-06-01T08:17:20Z,user-del-1,del-100,44.83541,20.459709,in_transit
delivery_tracking,2026-06-01T08:17:30Z,user-del-1,del-100,44.835341,20.459123,in_transit
delivery_tracking,2026-06-01T08:17:40Z,user-del-1,del-100,44.835394,20.458884,in_transit
delivery_tracking,2026-06-01T08:17:50Z,user-del-1,del-100,44.835104,20.45931,in_transit
delivery_tracking,2026-06-01T08:18:00Z,user-del-1,del-100,44.834879,20.459886,in_transit
delivery_tracking,2026-06-01T08:18:10Z,user-del-1,del-100,44.8357,20.460333,in_transit
delivery_tracking,2026-06-01T08:18:20Z,user-del-1,del-100,44.835352,20.460851,in_transit
delivery_tracking,2026-06-01T08:18:30Z,user-del-1,del-100,44.835608,20.460994,in_transit
delivery_tracking,2026-06-01T08:18:40Z,user-del-1,del-100,44.835657,20.459864,in_transit
delivery_tracking,2026-06-01T08:18:50Z,user-del-1,del-100,44.834798,20.460539,in_transit
delivery_tracking,2026-06-01T08:19:00Z,user-del-1,del-100,44.834744,20.460554,completed
delivery_tracking,2026-06-01T08:19:10Z,user-del-1,del-100,44.834709,20.460499,completed
delivery_tracking,2026-06-01T08:19:20Z,user-del-1,del-100,44.834648,20.460433,completed
delivery_tracking,2026-06-01T08:19:30Z,user-del-1,del-100,44.834741,20.460364,completed
delivery_tracking,2026-06-01T08:19:40Z,user-del-1,del-100,44.834789,20.460411,completed
delivery_tracking,2026-06-01T08:19:50Z,user-del-1,del-100,44.834738,20.460447,completed
delivery_tracking,2026-06-01T08:37:00Z,user-del-1,del-101,44.839356,20.461926,accepted
delivery_tracking,2026-06-01T08:37:10Z,user-del-1,del-101,44.840436,20.460831,accepted
delivery_tracking,2026-06-01T08:37:20Z,user-del-1,del-101,44.841229,20.461517,accepted
delivery_tracking,2026-06-01T08:37:30Z,user-del-1,del-101,44.842111,20.461066,accepted
delivery_tracking,2026-06-01T08:37:40Z,user-del-1,del-101,44.841697,20.460886,accepted
delivery_tracking,2026-06-01T08:37:50Z,user-del-1,del-101,44.842633,20.460118,accepted
delivery_tracking,2026-06-01T08:38:00Z,user-del-1,del-101,44.842887,20.46038,accepted
delivery_tracking,2026-06-01T08:38:10Z,user-del-1,del-101,44.843716,20.459872,accepted
delivery_tracking,2026-06-01T08:38:20Z,user-del-1,del-101,44.844825,20.459156,accepted
delivery_tracking,2026-06-01T08:38:30Z,user-del-1,del-101,44.843757,20.459492,accepted
delivery_tracking,2026-06-01T08:38:40Z,user-del-1,del-101,44.844688,20.458773,accepted
delivery_tracking,2026-06-01T08:38:50Z,user-del-1,del-101,44.845201,20.457941,accepted
delivery_tracking,2026-06-01T08:39:00Z,user-del-1,del-101,44.845786,20.45699,accepted
delivery_tracking,2026-06-01T08:39:10Z,user-del-1,del-101,44.845056,20.457758,accepted
delivery_tracking,2026-06-01T08:39:20Z,user-del-1,del-101,44.844032,20.458737,accepted
delivery_tracking,2026-06-01T08:39:30Z,user-del-1,del-101,44.844868,20.458348,accepted
delivery_tracking,2026-06-01T08:39:40Z,user-del-1,del-101,44.843904,20.459338,accepted
delivery_tracking,2026-06-01T08:39:50Z,user-del-1,del-101,44.84282,20.458856,accepted
delivery_tracking,2026-06-01T08:40:00Z,user-del-1,del-101,44.841929,20.457895,accepted
delivery_tracking,2026-06-01T08:40:10Z,user-del-1,del-101,44.841559,20.457345,accepted
delivery_tracking,2026-06-01T08:40:20Z,user-del-1,del-101,44.842245,20.456393,accepted
delivery_tracking,2026-06-01T08:40:30Z,user-del-1,del-101,44.841248,20.45755,accepted
delivery_tracking,2026-06-01T08:40:40Z,user-del-1,del-101,44.841542,20.456585,accepted
delivery_tracking,2026-06-01T08:40:50Z,user-del-1,del-101,44.841753,20.456702,accepted
delivery_tracking,2026-06-01T08:41:00Z,user-del-1,del-101,44.841359,20.455735,accepted
delivery_tracking,2026-06-01T08:41:10Z,user-del-1,del-101,44.84055,20.455452,accepted
delivery_tracking,2026-06-01T08:41:20Z,user-del-1,del-101,44.8403,20.455999,accepted
delivery_tracking,2026-06-01T08:41:30Z,user-del-1,del-101,44.839171,20.455368,accepted
delivery_tracking,2026-06-01T08:41:40Z,user-del-1,del-101,44.840213,20.45503,accepted
delivery_tracking,2026-06-01T08:41:50Z,user-del-1,del-101,44.840436,20.454534,accepted
delivery_tracking,2026-06-01T08:42:00Z,user-del-1,del-101,44.840139,20.453697,accepted
delivery_tracking,2026-06-01T08:42:10Z,user-del-1,del-101,44.839485,20.454643,accepted
delivery_tracking,2026-06-01T08:42:20Z,user-del-1,del-101,44.839283,20.453883,accepted
delivery_tracking,2026-06-01T08:42:30Z,user-del-1,del-101,44.839295,20.453176,accepted
delivery_tracking,2026-06-01T08:42:40Z,user-del-1,del-101,44.838509,20.453662,accepted
delivery_tracking,2026-06-01T08:42:50Z,user-del-1,del-101,44.838551,20.453599,accepted
delivery_tracking,2026-06-01T08:43:00Z,user-del-1,del-101,44.838241,20.453116,in_transit
delivery_tracking,2026-06-01T08:43:10Z,user-del-1,del-101,44.839189,20.452849,in_transit
delivery_tracking,2026-06-01T08:43:20Z,user-del-1,del-101,44.838832,20.452849,in_transit
delivery_tracking,2026-06-01T08:43:30Z,user-del-1,del-101,44.839422,20.452697,in_transit
delivery_tracking,2026-06-01T08:43:40Z,user-del-1,del-101,44.840306,20.452227,in_transit
delivery_tracking,2026-06-01T08:43:50Z,user-del-1,del-101,44.840054,20.451591,in_transit
delivery_tracking,2026-06-01T08:44:00Z,user-del-1,del-101,44.840028,20.450584,in_transit
delivery_tracking,2026-06-01T08:44:10Z,user-del-1,del-101,44.839974,20.449738,in_transit
delivery_tracking,2026-06-01T08:44:20Z,user-del-1,del-101,44.84087,20.449231,in_transit
delivery_tracking,2026-06-01T08:44:30Z,user-del-1,del-101,44.841288,20.449451,in_transit
delivery_tracking,2026-06-01T08:44:40Z,user-del-1,del-101,44.840135,20.450543,in_transit
delivery_tracking,2026-06-01T08:44:50Z,user-del-1,del-101,44.838973,20.451207,in_transit
delivery_tracking,2026-06-01T08:45:00Z,user-del-1,del-101,44.839739,20.452298,in_transit
delivery_tracking,2026-06-01T08:45:10Z,user-del-1,del-101,44.840429,20.452682,in_transit
delivery_tracking,2026-06-01T08:45:20Z,user-del-1,del-101,44.84016,20.452762,in_transit
delivery_tracking,2026-06-01T08:45:30Z,user-del-1,del-101,44.840269,20.452449,in_transit
delivery_tracking,2026-06-01T08:45:40Z,user-del-1,del-101,44.839174,20.451876,in_transit
delivery_tracking,2026-06-01T08:45:50Z,user-del-1,del-101,44.83952,20.453024,in_transit
delivery_tracking,2026-06-01T08:46:00Z,user-del-1,del-101,44.84065,20.45328,in_transit
delivery_tracking,2026-06-01T08:46:10Z,user-del-1,del-101,44.840099,20.452924,in_transit
delivery_tracking,2026-06-01T08:46:20Z,user-del-1,del-101,44.840778,20.452655,in_transit
delivery_tracking,2026-06-01T08:46:30Z,user-del-1,del-101,44.840915,20.453066,in_transit
delivery_tracking,2026-06-01T08:46:40Z,user-del-1,del-101,44.841427,20.452628,in_transit
delivery_tracking,2026-06-01T08:46:50Z,user-del-1,del-101,44.841696,20.451564,in_transit
delivery_tracking,2026-06-01T08:47:00Z,user-del-1,del-101,44.842094,20.451498,in_transit
delivery_tracking,2026-06-01T08:47:10Z,user-del-1,del-101,44.842436,20.451274,in_transit
delivery_tracking,2026-06-01T08:47:20Z,user-del-1,del-101,44.842264,20.450591,in_transit
delivery_tracking,2026-06-01T08:47:30Z,user-del-1,del-101,44.842538,20.450381,in_transit
delivery_tracking,2026-06-01T08:47:40Z,user-del-1,del-101,44.843131,20.451001,in_transit
delivery_tracking,2026-06-01T08:47:50Z,user-del-1,del-101,44.8428,20.451922,in_transit
delivery_tracking,2026-06-01T08:48:00Z,user-del-1,del-101,44.843903,20.452162,in_transit
delivery_tracking,2026-06-01T08:48:10Z,user-del-1,del-101,44.84379,20.452223,in_transit
delivery_tracking,2026-06-01T08:48:20Z,user-del-1,del-101,44.844109,20.451972,in_transit
delivery_tracking,2026-06-01T08:48:30Z,user-del-1,del-101,44.843851,20.451704,in_transit
delivery_tracking,2026-06-01T08:48:40Z,user-del-1,del-101,44.844709,20.451626,in_transit
delivery_tracking,2026-06-01T08:48:50Z,user-del-1,del-101,44.844367,20.451681,in_transit
delivery_tracking,2026-06-01T08:49:00Z,user-del-1,del-101,44.845028,20.451751,in_transit
delivery_tracking,2026-06-01T08:49:10Z,user-del-1,del-101,44.844278,20.452646,in_transit
delivery_tracking,2026-06-01T08:49:20Z,user-del-1,del-101,44.844703,20.453229,in_transit
delivery_tracking,2026-06-01T08:49:30Z,user-del-1,del-101,44.844691,20.453509,in_transit
delivery_tracking,2026-06-01T08:49:40Z,user-del-1,del-101,44.845454,20.454262,in_transit
delivery_tracking,2026-06-01T08:49:50Z,user-del-1,del-101,44.845774,20.454528,in_transit
delivery_tracking,2026-06-01T08:50:00Z,user-del-1,del-101,44.846082,20.454715,in_transit
delivery_tracking,2026-06-01T08:50:10Z,user-del-1,del-101,44.847022,20.455775,in_transit
delivery_tracking,2026-06-01T08:50:20Z,user-del-1,del-101,44.846312,20.455474,in_transit
delivery_tracking,2026-06-01T08:50:30Z,user-del-1,del-101,44.846391,20.455189,in_transit
delivery_tracking,2026-06-01T08:50:40Z,user-del-1,del-101,44.845588,20.454005,in_transit
delivery_tracking,2026-06-01T08:50:50Z,user-del-1,del-101,44.845432,20.453509,in_transit
delivery_tracking,2026-06-01T08:51:00Z,user-del-1,del-101,44.845727,20.45354,in_transit
delivery_tracking,2026-06-01T08:51:10Z,user-del-1,del-101,44.846592,20.45307,in_transit
delivery_tracking,2026-06-01T08:51:20Z,user-del-1,del-101,44.846311,20.453634,in_transit
delivery_tracking,2026-06-01T08:51:30Z,user-del-1,del-101,44.846544,20.454066,in_transit
delivery_tracking,2026-06-01T08:51:40Z,user-del-1,del-101,44.847087,20.455125,in_transit
delivery_tracking,2026-06-01T08:51:50Z,user-del-1,del-101,44.846155,20.455276,in_transit
delivery_tracking,2026-06-01T08:52:00Z,user-del-1,del-101,44.846271,20.455933,in_transit
delivery_tracking,2026-06-01T08:52:10Z,user-del-1,del-101,44.847422,20.456284,in_transit
delivery_tracking,2026-06-01T08:52:20Z,user-del-1,del-101,44.846343,20.456666,in_transit
delivery_tracking,2026-06-01T08:52:30Z,user-del-1,del-101,44.846576,20.457605,in_transit
delivery_tracking,2026-06-01T08:52:40Z,user-del-1,del-101,44.84753,20.45877,in_transit
delivery_tracking,2026-06-01T08:52:50Z,user-del-1,del-101,44.847352,20.4598,in_transit
delivery_tracking,2026-06-01T08:53:00Z,user-del-1,del-101,44.848151,20.46077,in_transit
delivery_tracking,2026-06-01T08:53:10Z,user-del-1,del-101,44.848991,20.46157,in_transit
delivery_tracking,2026-06-01T08:53:20Z,user-del-1,del-101,44.848948,20.462624,in_transit
delivery_tracking,2026-06-01T08:53:30Z,user-del-1,del-101,44.848623,20.463501,in_transit
delivery_tracking,2026-06-01T08:53:40Z,user-del-1,del-101,44.848839,20.462672,in_transit
delivery_tracking,2026-06-01T08:53:50Z,user-del-1,del-101,44.848607,20.463822,in_transit
delivery_tracking,2026-06-01T08:54:00Z,user-del-1,del-101,44.849181,20.463947,in_transit
delivery_tracking,2026-06-01T08:54:10Z,user-del-1,del-101,44.848967,20.464958,in_transit
delivery_tracking,2026-06-01T08:54:20Z,user-del-1,del-101,44.849181,20.4643,in_transit
delivery_tracking,2026-06-01T08:54:30Z,user-del-1,del-101,44.849377,20.463344,in_transit
delivery_tracking,2026-06-01T08:54:40Z,user-del-1,del-101,44.848839,20.464322,in_transit
delivery_tracking,2026-06-01T08:54:50Z,user-del-1,del-101,44.848175,20.463672,in_transit
delivery_tracking,2026-06-01T08:55:00Z,user-del-1,del-101,44.847185,20.462532,in_transit
delivery_tracking,2026-06-01T08:55:10Z,user-del-1,del-101,44.848357,20.463537,in_transit
delivery_tracking,2026-06-01T08:55:20Z,user-del-1,del-101,44.847992,20.464691,in_transit
delivery_tracking,2026-06-01T08:55:30Z,user-del-1,del-101,44.847796,20.463861,in_transit
delivery_tracking,2026-06-01T08:55:40Z,user-del-1,del-101,44.848828,20.463817,in_transit
delivery_tracking,2026-06-01T08:55:50Z,user-del-1,del-101,44.848206,20.463197,in_transit
delivery_tracking,2026-06-01T08:56:00Z,user-del-1,del-101,44.848676,20.463154,in_transit
delivery_tracking,2026-06-01T08:56:10Z,user-del-1,del-101,44.848253,20.462746,in_transit
delivery_tracking,2026-06-01T08:56:20Z,user-del-1,del-101,44.847725,20.463562,in_transit
delivery_tracking,2026-06-01T08:56:30Z,user-del-1,del-101,44.84795,20.464247,in_transit
delivery_tracking,2026-06-01T08:56:40Z,user-del-1,del-101,44.847889,20.464107,in_transit
delivery_tracking,2026-06-01T08:56:50Z,user-del-1,del-101,44.848391,20.464899,in_transit
delivery_tracking,2026-06-01T08:57:00Z,user-del-1,del-101,44.848846,20.463877,in_transit
delivery_tracking,2026-06-01T08:57:10Z,user-del-1,del-101,44.84848,20.463636,in_transit
delivery_tracking,2026-06-01T08:57:20Z,user-del-1,del-101,44.848891,20.464799,in_transit
delivery_tracking,2026-06-01T08:57:30Z,user-del-1,del-101,44.84973,20.465134,in_transit
delivery_tracking,2026-06-01T08:57:40Z,user-del-1,del-101,44.849467,20.465015,in_transit
delivery_tracking,2026-06-01T08:57:50Z,user-del-1,del-101,44.8497,20.465277,in_transit
delivery_tracking,2026-06-01T08:58:00Z,user-del-1,del-101,44.849308,20.465423,in_transit
delivery_tracking,2026-06-01T08:58:10Z,user-del-1,del-101,44.848226,20.46649,in_transit
delivery_tracking,2026-06-01T08:58:20Z,user-del-1,del-101,44.849187,20.466531,in_transit
delivery_tracking,2026-06-01T08:58:30Z,user-del-1,del-101,44.848351,20.467484,in_transit
delivery_tracking,2026-06-01T08:58:40Z,user-del-1,del-101,44.848346,20.467411,in_transit
delivery_tracking,2026-06-01T08:58:50Z,user-del-1,del-101,44.849096,20.46635,in_transit
delivery_tracking,2026-06-01T08:59:00Z,user-del-1,del-101,44.849998,20.466644,in_transit
delivery_tracking,2026-06-01T08:59:10Z,user-del-1,del-101,44.850692,20.466557,in_transit
delivery_tracking,2026-06-01T08:59:20Z,user-del-1,del-101,44.849829,20.466007,in_transit
delivery_tracking,2026-06-01T08:59:30Z,user-del-1,del-101,44.850798,20.466464,in_transit
delivery_tracking,2026-06-01T08:59:40Z,user-del-1,del-101,44.850239,20.466284,in_transit
delivery_tracking,2026-06-01T08:59:50Z,user-del-1,del-101,44.849985,20.466318,in_transit
delivery_tracking,2026-06-01T09:00:00Z,user-del-1,del-101,44.851097,20.467257,in_transit
delivery_tracking,2026-06-01T09:00:10Z,user-del-1,del-101,44.852241,20.466962,in_transit
delivery_tracking,2026-06-01T09:00:20Z,user-del-1,del-101,44.85272,20.46679,in_transit
delivery_tracking,2026-06-01T09:00:30Z,user-del-1,del-101,44.85387,20.467322,in_transit
delivery_tracking,2026-06-01T09:00:40Z,user-del-1,del-101,44.852862,20.467298,in_transit
delivery_tracking,2026-06-01T09:00:50Z,user-del-1,del-101,44.853575,20.46652,in_transit
delivery_tracking,2026-06-01T09:01:00Z,user-del-1,del-101,44.854673,20.466162,in_transit
delivery_tracking,2026-06-01T09:01:10Z,user-del-1,del-101,44.855459,20.466853,in_transit
delivery_tracking,2026-06-01T09:01:20Z,user-del-1,del-101,44.855746,20.466634,in_transit
delivery_tracking,2026-06-01T09:01:30Z,user-del-1,del-101,44.856561,20.466242,in_transit
delivery_tracking,2026-06-01T09:01:40Z,user-del-1,del-101,44.857488,20.4667,in_transit
delivery_tracking,2026-06-01T09:01:50Z,user-del-1,del-101,44.857458,20.467538,in_transit
delivery_tracking,2026-06-01T09:02:00Z,user-del-1,del-101,44.857516,20.467618,completed
delivery_tracking,2026-06-01T09:02:10Z,user-del-1,del-101,44.857418,20.467594,completed
delivery_tracking,2026-06-01T09:02:20Z,user-del-1,del-101,44.85749,20.467503,completed
delivery_tracking,2026-06-01T09:02:30Z,user-del-1,del-101,44.857477,20.467587,completed
delivery_tracking,2026-06-01T09:02:40Z,user-del-1,del-101,44.857475,20.467665,completed
delivery_tracking,2026-06-01T09:02:50Z,user-del-1,del-101,44.857378,20.467665,completed
delivery_tracking,2026-06-01T09:03:00Z,user-del-1,del-101,44.857299,20.467574,completed
delivery_tracking,2026-06-01T09:03:10Z,user-del-1,del-101,44.857392,20.467526,completed
delivery_tracking,2026-06-01T09:03:20Z,user-del-1,del-101,44.85748,20.467455,completed
delivery_tracking,2026-06-01T09:03:30Z,user-del-1,del-101,44.857554,20.467365,completed
delivery_tracking,2026-06-01T09:03:40Z,user-del-1,del-101,44.857494,20.467412,completed
delivery_tracking,2026-06-01T09:03:50Z,user-del-1,del-101,44.85741,20.467415,completed
delivery_tracking,2026-06-01T09:22:00Z,user-del-1,del-102,44.856888,20.46501,accepted
delivery_tracking,2026-06-01T09:22:10Z,user-del-1,del-102,44.857495,20.465691,accepted
delivery_tracking,2026-06-01T09:22:20Z,user-del-1,del-102,44.857795,20.464745,accepted
delivery_tracking,2026-06-01T09:22:30Z,user-del-1,del-102,44.85867,20.464178,accepted
delivery_tracking,2026-06-01T09:22:40Z,user-del-1,del-102,44.859442,20.46299,accepted
delivery_tracking,2026-06-01T09:22:50Z,user-del-1,del-102,44.858386,20.462589,accepted
delivery_tracking,2026-06-01T09:23:00Z,user-del-1,del-102,44.85729,20.463344,accepted
delivery_tracking,2026-06-01T09:23:10Z,user-del-1,del-102,44.856108,20.462588,accepted
