#datatype,measurement,dateTime:RFC3339,tag,tag,tag,double,double,string
#group,false,false,true,true,true,false,false,false
#default,geo_position,,,,,,,
,_measurement,time,user_id,delivery_id,vehicle_id,lat,lon,delivery_status
,geo_position,2026-06-01T08:13:50Z,user-del-1,del-100,car-1,45.247744,19.839252,in transit
,geo_position,2026-06-01T08:14:00Z,user-del-1,del-100,car-1,45.246918,19.839718,in transit
,geo_position,2026-06-01T08:14:10Z,user-del-1,del-100,car-1,45.246675,19.839855,in transit
,geo_position,2026-06-01T08:14:20Z,user-del-1,del-100,car-1,45.246645,19.839872,in transit
,geo_position,2026-06-01T08:14:30Z,user-del-1,del-100,car-1,45.246633,19.839873,in transit
,geo_position,2026-06-01T08:14:40Z,user-del-1,del-100,car-1,45.246596,19.839863,in transit
,geo_position,2026-06-01T08:14:50Z,user-del-1,del-100,car-1,45.246547,19.83984,in transit
,geo_position,2026-06-01T08:15:00Z,user-del-1,del-100,car-1,45.246497,19.839797,in transit
,geo_position,2026-06-01T08:15:10Z,user-del-1,del-100,car-1,45.246464,19.839716,in transit
,geo_position,2026-06-01T08:15:20Z,user-del-1,del-100,car-1,45.246414,19.83955,in transit
,geo_position,2026-06-01T08:15:30Z,user-del-1,del-100,car-1,45.246332,19.83938,in transit
,geo_position,2026-06-01T08:15:40Z,user-del-1,del-100,car-1,45.246273,19.839275,in transit
,geo_position,2026-06-01T08:15:50Z,user-del-1,del-100,car-1,45.246203,19.83918,in transit
,geo_position,2026-06-01T08:16:00Z,user-del-1,del-100,car-1,45.246143,19.839115,in transit
,geo_position,2026-06-01T08:16:10Z,user-del-1,del-100,car-1,45.246103,19.839072,in transit
,geo_position,2026-06-01T08:16:20Z,user-del-1,del-100,car-1,45.245992,19.838954,in transit
,geo_position,2026-06-01T08:16:30Z,user-del-1,del-100,car-1,45.245842,19.838794,in transit
,geo_position,2026-06-01T08:16:40Z,user-del-1,del-100,car-1,45.245571,19.838513,in transit
,geo_position,2026-06-01T08:16:50Z,user-del-1,del-100,car-1,45.244867,19.837791,in transit
,geo_position,2026-06-01T08:17:00Z,user-del-1,del-100,car-1,45.24483,19.837756,in transit
,geo_position,2026-06-01T08:17:10Z,user-del-1,del-100,car-1,45.244761,19.837698,in transit
,geo_position,2026-06-01T08:17:20Z,user-del-1,del-100,car-1,45.244363,19.83738,in transit
,geo_position,2026-06-01T08:17:30Z,user-del-1,del-100,car-1,45.244107,19.837174,in transit
,geo_position,2026-06-01T08:17:40Z,user-del-1,del-100,car-1,45.24382,19.836944,in transit
,geo_position,2026-06-01T08:17:50Z,user-del-1,del-100,car-1,45.243708,19.836853,in transit
,geo_position,2026-06-01T08:18:00Z,user-del-1,del-100,car-1,45.243611,19.836755,in transit
,geo_position,2026-06-01T08:18:10Z,user-del-1,del-100,car-1,45.243545,19.836663,in transit
,geo_position,2026-06-01T08:18:20Z,user-del-1,del-100,car-1,45.243506,19.836587,in transit
,geo_position,2026-06-01T08:18:30Z,user-del-1,del-100,car-1,45.243427,19.836401,in transit
,geo_position,2026-06-01T08:18:40Z,user-del-1,del-100,car-1,45.243354,19.836212,in transit
,geo_position,2026-06-01T08:18:50Z,user-del-1,del-100,car-1,45.243097,19.83632,in transit
,geo_position,2026-06-01T08:19:00Z,user-del-1,del-100,car-1,45.242865,19.836437,in transit
,geo_position,2026-06-01T08:19:10Z,user-del-1,del-100,car-1,45.242788,19.836476,in transit
,geo_position,2026-06-01T08:19:20Z,user-del-1,del-100,car-1,45.242755,19.836495,in transit
,geo_position,2026-06-01T08:19:30Z,user-del-1,del-100,car-1,45.242691,19.836532,in transit
,geo_position,2026-06-01T08:19:40Z,user-del-1,del-100,car-1,45.242612,19.836432,in transit
,geo_position,2026-06-01T08:19:50Z,user-del-1,del-100,car-1,45.242586,19.836317,in transit
,geo_position,2026-06-01T08:20:00Z,user-del-1,del-100,car-1,45.2421,19.834154,in transit
,geo_position,2026-06-01T08:20:10Z,user-del-1,del-100,car-1,45.241959,19.833522,in transit
,geo_position,2026-06-01T08:20:20Z,user-del-1,del-100,car-1,45.241739,19.832533,in transit
,geo_position,2026-06-01T08:20:30Z,user-del-1,del-100,car-1,45.241508,19.831446,in transit
,geo_position,2026-06-01T08:20:40Z,user-del-1,del-100,car-1,45.241492,19.831376,in transit
,geo_position,2026-06-01T08:20:50Z,user-del-1,del-100,car-1,45.241473,19.831294,in transit
,geo_position,2026-06-01T08:21:00Z,user-del-1,del-100,car-1,45.241442,19.831153,in transit
,geo_position,2026-06-01T08:21:10Z,user-del-1,del-100,car-1,45.241411,19.831012,in transit
,geo_position,2026-06-01T08:21:20Z,user-del-1,del-100,car-1,45.241308,19.831046,in transit
,geo_position,2026-06-01T08:21:30Z,user-del-1,del-100,car-1,45.241201,19.831098,in transit
,geo_position,2026-06-01T08:21:40Z,user-del-1,del-100,car-1,45.241167,19.831114,in transit
,geo_position,2026-06-01T08:21:50Z,user-del-1,del-100,car-1,45.241122,19.831134,in transit
,geo_position,2026-06-01T08:22:00Z,user-del-1,del-100,car-1,45.240964,19.831202,in transit
,geo_position,2026-06-01T08:22:10Z,user-del-1,del-100,car-1,45.2406,19.831411,in transit
,geo_position,2026-06-01T08:22:20Z,user-del-1,del-100,car-1,45.240398,19.831528,in transit
,geo_position,2026-06-01T08:22:30Z,user-del-1,del-100,car-1,45.239597,19.831991,in transit
,geo_position,2026-06-01T08:22:40Z,user-del-1,del-100,car-1,45.23946,19.832067,in transit
,geo_position,2026-06-01T08:22:50Z,user-del-1,del-100,car-1,45.239388,19.832105,in transit
,geo_position,2026-06-01T08:23:00Z,user-del-1,del-100,car-1,45.239136,19.832243,in transit
,geo_position,2026-06-01T08:23:10Z,user-del-1,del-100,car-1,45.238867,19.83239,in transit
,geo_position,2026-06-01T08:23:20Z,user-del-1,del-100,car-1,45.238799,19.832426,in transit
,geo_position,2026-06-01T08:23:30Z,user-del-1,del-100,car-1,45.238705,19.832473,in transit
,geo_position,2026-06-01T08:23:40Z,user-del-1,del-100,car-1,45.238774,19.832764,in transit
,geo_position,2026-06-01T08:23:50Z,user-del-1,del-100,car-1,45.238831,19.832969,in transit
,geo_position,2026-06-01T08:24:00Z,user-del-1,del-100,car-1,45.239142,19.834083,in transit
,geo_position,2026-06-01T08:24:10Z,user-del-1,del-100,car-1,45.23926,19.834507,in transit
,geo_position,2026-06-01T08:24:20Z,user-del-1,del-100,car-1,45.239297,19.83464,in transit
,geo_position,2026-06-01T08:24:30Z,user-del-1,del-100,car-1,45.239318,19.834714,in transit
,geo_position,2026-06-01T08:24:40Z,user-del-1,del-100,car-1,45.239339,19.834788,in transit
,geo_position,2026-06-01T08:24:50Z,user-del-1,del-100,car-1,45.239468,19.835249,in transit
,geo_position,2026-06-01T08:25:00Z,user-del-1,del-100,car-1,45.2392,19.8354,completed
,geo_position,2026-06-01T08:43:00Z,user-del-1,del-101,car-1,45.239468,19.835249,accepted
,geo_position,2026-06-01T08:43:10Z,user-del-1,del-101,car-1,45.239932,19.83691,accepted
,geo_position,2026-06-01T08:43:20Z,user-del-1,del-101,car-1,45.240092,19.837503,accepted
,geo_position,2026-06-01T08:43:30Z,user-del-1,del-101,car-1,45.240204,19.837929,accepted
,geo_position,2026-06-01T08:43:40Z,user-del-1,del-101,car-1,45.240656,19.839561,accepted
,geo_position,2026-06-01T08:43:50Z,user-del-1,del-101,car-1,45.241418,19.842263,accepted
,geo_position,2026-06-01T08:44:00Z,user-del-1,del-101,car-1,45.241489,19.842507,accepted
,geo_position,2026-06-01T08:44:10Z,user-del-1,del-101,car-1,45.241517,19.842605,accepted
,geo_position,2026-06-01T08:44:20Z,user-del-1,del-101,car-1,45.241572,19.842805,accepted
,geo_position,2026-06-01T08:44:30Z,user-del-1,del-101,car-1,45.241674,19.842792,accepted
,geo_position,2026-06-01T08:44:40Z,user-del-1,del-101,car-1,45.241799,19.842728,accepted
,geo_position,2026-06-01T08:44:50Z,user-del-1,del-101,car-1,45.241972,19.842637,accepted
,geo_position,2026-06-01T08:45:00Z,user-del-1,del-101,car-1,45.242125,19.842552,accepted
,geo_position,2026-06-01T08:45:10Z,user-del-1,del-101,car-1,45.242596,19.84229,accepted
,geo_position,2026-06-01T08:45:20Z,user-del-1,del-101,car-1,45.242699,19.842233,accepted
,geo_position,2026-06-01T08:45:30Z,user-del-1,del-101,car-1,45.243443,19.841819,accepted
,geo_position,2026-06-01T08:45:40Z,user-del-1,del-101,car-1,45.243512,19.841776,accepted
,geo_position,2026-06-01T08:45:50Z,user-del-1,del-101,car-1,45.243633,19.841702,accepted
,geo_position,2026-06-01T08:46:00Z,user-del-1,del-101,car-1,45.243685,19.841675,accepted
,geo_position,2026-06-01T08:46:10Z,user-del-1,del-101,car-1,45.243767,19.841633,accepted
,geo_position,2026-06-01T08:46:20Z,user-del-1,del-101,car-1,45.243896,19.841566,accepted
,geo_position,2026-06-01T08:46:30Z,user-del-1,del-101,car-1,45.243852,19.841363,accepted
,geo_position,2026-06-01T08:46:40Z,user-del-1,del-101,car-1,45.243815,19.84121,accepted
,geo_position,2026-06-01T08:46:50Z,user-del-1,del-101,car-1,45.243461,19.83982,accepted
,geo_position,2026-06-01T08:47:00Z,user-del-1,del-101,car-1,45.243461,19.83982,in transit
,geo_position,2026-06-01T08:47:10Z,user-del-1,del-101,car-1,45.243429,19.839699,in transit
,geo_position,2026-06-01T08:47:20Z,user-del-1,del-101,car-1,45.243298,19.839188,in transit
,geo_position,2026-06-01T08:47:30Z,user-del-1,del-101,car-1,45.243109,19.838437,in transit
,geo_position,2026-06-01T08:47:40Z,user-del-1,del-101,car-1,45.242914,19.83766,in transit
,geo_position,2026-06-01T08:47:50Z,user-del-1,del-101,car-1,45.242746,19.836999,in transit
,geo_position,2026-06-01T08:48:00Z,user-del-1,del-101,car-1,45.242707,19.83684,in transit
,geo_position,2026-06-01T08:48:10Z,user-del-1,del-101,car-1,45.242691,19.836772,in transit
,geo_position,2026-06-01T08:48:20Z,user-del-1,del-101,car-1,45.242628,19.836504,in transit
,geo_position,2026-06-01T08:48:30Z,user-del-1,del-101,car-1,45.24259,19.836331,in transit
,geo_position,2026-06-01T08:48:40Z,user-del-1,del-101,car-1,45.242265,19.834889,in transit
,geo_position,2026-06-01T08:48:50Z,user-del-1,del-101,car-1,45.241985,19.833638,in transit
,geo_position,2026-06-01T08:49:00Z,user-del-1,del-101,car-1,45.241805,19.832836,in transit
,geo_position,2026-06-01T08:49:10Z,user-del-1,del-101,car-1,45.241511,19.831463,in transit
,geo_position,2026-06-01T08:49:20Z,user-del-1,del-101,car-1,45.241495,19.831387,in transit
,geo_position,2026-06-01T08:49:30Z,user-del-1,del-101,car-1,45.241478,19.831315,in transit
,geo_position,2026-06-01T08:49:40Z,user-del-1,del-101,car-1,45.241448,19.831181,in transit
,geo_position,2026-06-01T08:49:50Z,user-del-1,del-101,car-1,45.241416,19.831034,in transit
,geo_position,2026-06-01T08:50:00Z,user-del-1,del-101,car-1,45.241369,19.830826,in transit
,geo_position,2026-06-01T08:50:10Z,user-del-1,del-101,car-1,45.241346,19.830722,in transit
,geo_position,2026-06-01T08:50:20Z,user-del-1,del-101,car-1,45.240892,19.828954,in transit
,geo_position,2026-06-01T08:50:30Z,user-del-1,del-101,car-1,45.24065,19.828058,in transit
,geo_position,2026-06-01T08:50:40Z,user-del-1,del-101,car-1,45.240559,19.827516,in transit
,geo_position,2026-06-01T08:50:50Z,user-del-1,del-101,car-1,45.240619,19.827485,in transit
,geo_position,2026-06-01T08:51:00Z,user-del-1,del-101,car-1,45.241538,19.827021,in transit
,geo_position,2026-06-01T08:51:10Z,user-del-1,del-101,car-1,45.241799,19.82689,in transit
,geo_position,2026-06-01T08:51:20Z,user-del-1,del-101,car-1,45.241862,19.826858,in transit
,geo_position,2026-06-01T08:51:30Z,user-del-1,del-101,car-1,45.24222,19.826676,in transit
,geo_position,2026-06-01T08:51:40Z,user-del-1,del-101,car-1,45.242829,19.826368,in transit
,geo_position,2026-06-01T08:51:50Z,user-del-1,del-101,car-1,45.243061,19.826257,in transit
,geo_position,2026-06-01T08:52:00Z,user-del-1,del-101,car-1,45.243072,19.826176,in transit
,geo_position,2026-06-01T08:52:10Z,user-del-1,del-101,car-1,45.243076,19.825392,in transit
,geo_position,2026-06-01T08:52:20Z,user-del-1,del-101,car-1,45.24314,19.82518,in transit
,geo_position,2026-06-01T08:52:30Z,user-del-1,del-101,car-1,45.243841,19.825169,in transit
,geo_position,2026-06-01T08:52:40Z,user-del-1,del-101,car-1,45.243903,19.825167,in transit
,geo_position,2026-06-01T08:52:50Z,user-del-1,del-101,car-1,45.244015,19.825164,in transit
,geo_position,2026-06-01T08:53:00Z,user-del-1,del-101,car-1,45.24479,19.825131,in transit
,geo_position,2026-06-01T08:53:10Z,user-del-1,del-101,car-1,45.245605,19.825102,in transit
,geo_position,2026-06-01T08:53:20Z,user-del-1,del-101,car-1,45.245737,19.825097,in transit
,geo_position,2026-06-01T08:53:30Z,user-del-1,del-101,car-1,45.245994,19.825085,in transit
,geo_position,2026-06-01T08:53:40Z,user-del-1,del-101,car-1,45.246843,19.825049,in transit
,geo_position,2026-06-01T08:53:50Z,user-del-1,del-101,car-1,45.247274,19.825031,in transit
,geo_position,2026-06-01T08:54:00Z,user-del-1,del-101,car-1,45.247884,19.825008,in transit
,geo_position,2026-06-01T08:54:10Z,user-del-1,del-101,car-1,45.248394,19.824984,in transit
,geo_position,2026-06-01T08:54:20Z,user-del-1,del-101,car-1,45.248562,19.824994,in transit
,geo_position,2026-06-01T08:54:30Z,user-del-1,del-101,car-1,45.248752,19.824941,in transit
,geo_position,2026-06-01T08:54:40Z,user-del-1,del-101,car-1,45.248962,19.824816,in transit
,geo_position,2026-06-01T08:54:50Z,user-del-1,del-101,car-1,45.249066,19.824753,in transit
,geo_position,2026-06-01T08:55:00Z,user-del-1,del-101,car-1,45.249105,19.82473,in transit
,geo_position,2026-06-01T08:55:10Z,user-del-1,del-101,car-1,45.249203,19.824684,in transit
,geo_position,2026-06-01T08:55:20Z,user-del-1,del-101,car-1,45.249329,19.824627,in transit
,geo_position,2026-06-01T08:55:30Z,user-del-1,del-101,car-1,45.249431,19.824582,in transit
,geo_position,2026-06-01T08:55:40Z,user-del-1,del-101,car-1,45.249533,19.824573,in transit
,geo_position,2026-06-01T08:55:50Z,user-del-1,del-101,car-1,45.249863,19.824555,in transit
,geo_position,2026-06-01T08:56:00Z,user-del-1,del-101,car-1,45.25019,19.824515,in transit
,geo_position,2026-06-01T08:56:10Z,user-del-1,del-101,car-1,45.250588,19.824486,in transit
,geo_position,2026-06-01T08:56:20Z,user-del-1,del-101,car-1,45.250734,19.824483,in transit
,geo_position,2026-06-01T08:56:30Z,user-del-1,del-101,car-1,45.250789,19.824478,in transit
,geo_position,2026-06-01T08:56:40Z,user-del-1,del-101,car-1,45.250851,19.824477,in transit
,geo_position,2026-06-01T08:56:50Z,user-del-1,del-101,car-1,45.25177,19.824429,in transit
,geo_position,2026-06-01T08:57:00Z,user-del-1,del-101,car-1,45.253144,19.824377,in transit
,geo_position,2026-06-01T08:57:10Z,user-del-1,del-101,car-1,45.253306,19.824401,in transit
,geo_position,2026-06-01T08:57:20Z,user-del-1,del-101,car-1,45.253815,19.824409,in transit
,geo_position,2026-06-01T08:57:30Z,user-del-1,del-101,car-1,45.254094,19.824411,in transit
,geo_position,2026-06-01T08:57:40Z,user-del-1,del-101,car-1,45.254166,19.824408,in transit
,geo_position,2026-06-01T08:57:50Z,user-del-1,del-101,car-1,45.254498,19.8244,in transit
,geo_position,2026-06-01T08:58:00Z,user-del-1,del-101,car-1,45.254946,19.824381,in transit
,geo_position,2026-06-01T08:58:10Z,user-del-1,del-101,car-1,45.255128,19.824323,in transit
,geo_position,2026-06-01T08:58:20Z,user-del-1,del-101,car-1,45.256745,19.824245,in transit
,geo_position,2026-06-01T08:58:30Z,user-del-1,del-101,car-1,45.257345,19.82422,in transit
,geo_position,2026-06-01T08:58:40Z,user-del-1,del-101,car-1,45.257471,19.824204,in transit
,geo_position,2026-06-01T08:58:50Z,user-del-1,del-101,car-1,45.257582,19.824181,in transit
,geo_position,2026-06-01T08:59:00Z,user-del-1,del-101,car-1,45.257692,19.824147,in transit
,geo_position,2026-06-01T08:59:10Z,user-del-1,del-101,car-1,45.257819,19.824094,in transit
,geo_position,2026-06-01T08:59:20Z,user-del-1,del-101,car-1,45.257955,19.824016,in transit
,geo_position,2026-06-01T08:59:30Z,user-del-1,del-101,car-1,45.258069,19.823926,in transit
,geo_position,2026-06-01T08:59:40Z,user-del-1,del-101,car-1,45.258172,19.82383,in transit
,geo_position,2026-06-01T08:59:50Z,user-del-1,del-101,car-1,45.25834,19.823681,in transit
,geo_position,2026-06-01T09:00:00Z,user-del-1,del-101,car-1,45.258504,19.823567,in transit
,geo_position,2026-06-01T09:00:10Z,user-del-1,del-101,car-1,45.258733,19.823302,in transit
,geo_position,2026-06-01T09:00:20Z,user-del-1,del-101,car-1,45.258845,19.823174,in transit
,geo_position,2026-06-01T09:00:30Z,user-del-1,del-101,car-1,45.258878,19.823139,in transit
,geo_position,2026-06-01T09:00:40Z,user-del-1,del-101,car-1,45.258981,19.823031,in transit
,geo_position,2026-06-01T09:00:50Z,user-del-1,del-101,car-1,45.259058,19.822916,in transit
,geo_position,2026-06-01T09:01:00Z,user-del-1,del-101,car-1,45.25904,19.822724,in transit
,geo_position,2026-06-01T09:01:10Z,user-del-1,del-101,car-1,45.259028,19.822587,in transit
,geo_position,2026-06-01T09:01:20Z,user-del-1,del-101,car-1,45.259007,19.822358,in transit
,geo_position,2026-06-01T09:01:30Z,user-del-1,del-101,car-1,45.25894,19.821686,in transit
,geo_position,2026-06-01T09:01:40Z,user-del-1,del-101,car-1,45.258867,19.821169,in transit
,geo_position,2026-06-01T09:01:50Z,user-del-1,del-101,car-1,45.258817,19.820865,in transit
,geo_position,2026-06-01T09:02:00Z,user-del-1,del-101,car-1,45.258786,19.820714,in transit
,geo_position,2026-06-01T09:02:10Z,user-del-1,del-101,car-1,45.25869,19.820334,in transit
,geo_position,2026-06-01T09:02:20Z,user-del-1,del-101,car-1,45.258555,19.819908,in transit
,geo_position,2026-06-01T09:02:30Z,user-del-1,del-101,car-1,45.258443,19.819565,in transit
,geo_position,2026-06-01T09:02:40Z,user-del-1,del-101,car-1,45.258396,19.81942,in transit
,geo_position,2026-06-01T09:02:50Z,user-del-1,del-101,car-1,45.258488,19.819286,in transit
,geo_position,2026-06-01T09:03:00Z,user-del-1,del-101,car-1,45.258543,19.819228,in transit
,geo_position,2026-06-01T09:03:10Z,user-del-1,del-101,car-1,45.258712,19.819042,in transit
,geo_position,2026-06-01T09:03:20Z,user-del-1,del-101,car-1,45.258913,19.819109,in transit
,geo_position,2026-06-01T09:03:30Z,user-del-1,del-101,car-1,45.259444,19.819985,in transit
,geo_position,2026-06-01T09:03:40Z,user-del-1,del-101,car-1,45.259802,19.820041,in transit
,geo_position,2026-06-01T09:03:50Z,user-del-1,del-101,car-1,45.260187,19.819595,in transit
,geo_position,2026-06-01T09:04:00Z,user-del-1,del-101,car-1,45.26038,19.819371,in transit
,geo_position,2026-06-01T09:04:10Z,user-del-1,del-101,car-1,45.260652,19.819057,in transit
,geo_position,2026-06-01T09:04:20Z,user-del-1,del-101,car-1,45.260895,19.818776,in transit
,geo_position,2026-06-01T09:04:30Z,user-del-1,del-101,car-1,45.261116,19.81852,in transit
